locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS04900	Saci_1026	Saci_1026	Sacid_01000		825821	826270	-	hypothetical protein	hypothetical protein	Function Unknown	F2Z5W9	NC_007181.1	Op539
SACI_RS04905	lnrL_2	Saci_1027	Sacid_01001		826480	827391	+	ABC transporter ATP-binding protein	Linearmycin resistance ATP-binding protein LnrL	Defense mechanisms	A0A0U3GJ95	NC_007181.1	Op540
SACI_RS04910	Saci_1028	Saci_1028	Sacid_01002	argD	827654	828943	+	acetyl ornithine aminotransferase family protein	Acetylornithine aminotransferase	Amino acid transport and metabolism	A0A0U3HA02	NC_007181.1	Op541
SACI_RS04915	Saci_1029	Saci_1029	Sacid_01003		828940	829371	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H2B2	NC_007181.1	Op541
SACI_RS04920	COQ5_2	Saci_1030	Sacid_01004		829492	829992	+	class I SAM-dependent methyltransferase	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3GUQ0	NC_007181.1	Op542
SACI_RS04925	Saci_1031	Saci_1031	Sacid_01005		829989	830393	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2W2Z7	NC_007181.1	Op542
SACI_RS04930	hit	Saci_1032	Sacid_01006		830468	830914	-	HIT family protein	Protein hit	Nucleotide transport and metabolism	A0A0U2VU58	NC_007181.1	Op543
SACI_RS04935	acdA	Saci_1033	Sacid_01007		831053	832252	-	acyl-CoA dehydrogenase family protein	Acyl-CoA dehydrogenase	Lipid transport and metabolism	A0A0U3FMQ2	NC_007181.1	Op544
SACI_RS04940	btuD_4	Saci_1034	Sacid_01008		832374	833633	-	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Amino acid transport and metabolism	A0A0U2WRL2	NC_007181.1	Op545
SACI_RS04945	btuD_5	Saci_1035	Sacid_01009		833630	834988	-	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Amino acid transport and metabolism	A0A0U3H941	NC_007181.1	Op545
SACI_RS04950	Saci_1036	Saci_1036	Sacid_01010		834985	835863	-	ABC transporter permease	hypothetical protein	Amino acid transport and metabolism	A0A0U3H913	NC_007181.1	Op545
SACI_RS04955	dppB_1	Saci_1037	Sacid_01011		835874	836929	-	ABC transporter permease	Dipeptide transport system permease protein DppB	Amino acid transport and metabolism	A0A0U3FUB0	NC_007181.1	Op545
SACI_RS04960	Saci_1038	Saci_1038	Sacid_01012		836997	839600	-	ABC transporter substrate-binding protein	hypothetical protein	Amino acid transport and metabolism	A0A0U2NE45	NC_007181.1	Op546
SACI_RS04965	D-KDXD_1	Saci_1039	Sacid_01013	L-KDAD_1	839843	840688	+	D-xylonate/L-arabinoate dehydratase	hypothetical protein	Function Unknown	A0A0U3FLM2	NC_007181.1	Op547
SACI_RS04970	Saci_1040	Saci_1040	Sacid_01014		840707	841018	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FM33	NC_007181.1	Op547
SACI_RS04975	Saci_1041	Saci_1041	Sacid_01015		841049	842950	-	protein kinase	hypothetical protein	General Function Prediction Only	A0A0U3HD34	NC_007181.1	Op548
SACI_RS04980	rsmF_2	Saci_1042	Sacid_01016		842947	844050	-	RsmB/NOP family class I SAM-dependent RNA methyltransferase	Ribosomal RNA small subunit methyltransferase F	Translation, ribosomal structure and biogenesis	A0A0U3FEG2	NC_007181.1	Op548
SACI_RS04985	Saci_1044	Saci_1044	Sacid_01017		844047	845441	-	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3	tRNA uridine(34) acetyltransferase	Transcription	UPI0002B297C4	NC_007181.1	Op548
SACI_RS04990	csbC_1	Saci_1045	Sacid_01018		845538	846869	+	MFS transporter	putative metabolite transport protein CsbC	Carbohydrate transport and metabolism	A0A0U3FYG8	NC_007181.1	Op549
SACI_RS04995	Saci_1046	Saci_1046	Sacid_01020		847306	848025	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GJ82	NC_007181.1	Op550
SACI_RS05000	Saci_1047	Saci_1047	Sacid_01021		848080	848499	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H1U4	NC_007181.1	Op551
SACI_RS05005	Saci_1048	Saci_1048	Sacid_01022		848599	848853	+	DUF504 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3H296	NC_007181.1	Op552
SACI_RS05010	Saci_1049	Saci_1049	Sacid_01023		848861	850483	-	thermopsin	hypothetical protein	Amino acid transport and metabolism	A0A0U3H7B6	NC_007181.1	Op553
SACI_RS05015	parA	Saci_1050	Sacid_01024		850873	852171	+	ParA, chromosome-partioning ATPase, AAA family ATPase	hypothetical protein	Cell cycle control, cell division, chromosome partitioning	A0A0U2W2Y0	NC_007181.1	Op554
SACI_RS05020	bcsA	Saci_1051	Sacid_01025		852178	853680	+	cellulose synthase catalytic subunit	Cellulose synthase catalytic subunit [UDP-forming]	Cell wall/membrane/envelope biogenesis	A0A0U3GEX3	NC_007181.1	Op554
SACI_RS05025	Saci_1052	Saci_1052	Sacid_01026		853736	854056	+	GYD domain-containing protein	Glutamine synthetase and cystathionine beta-lyase binding protein	Function Unknown	A0A0U2VU45	NC_007181.1	Op555
SACI_RS05030	Saci_1053	Saci_1053	Sacid_01027		854418	855068	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y792	NC_007181.1	Op556
SACI_RS05035	Saci_1054	Saci_1054	Sacid_01028		855397	857076	+	4-Hydroxybutyrate-CoA synthetase (E10 alt)	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	UPI0002B29646	NC_007181.1	Op557
SACI_RS05040	Saci_1055	Saci_1055	Sacid_01029		857245	858099	+	metal-dependent hydrolase	hypothetical protein	General Function Prediction Only	A0A0U3H926	NC_007181.1	Op558
SACI_RS11835	Saci_1056	Saci_1056	Sacid_01031		858351	858545	+	antitoxin, CopJ/RHH family	hypothetical protein	No arCOG annotation	Q4J9W9	NC_007181.1	Op559
SACI_RS05045	Saci_1057	Saci_1057	Sacid_01032		858742	860154	+	aspartate aminotransferase family protein	putative sphingosine-1-phosphate lyase	Amino acid transport and metabolism	A0A0U3H907	NC_007181.1	Op560
SACI_RS05050	glpK_3	Saci_1058	Sacid_01033		860143	861657	-	FGGY-family carbohydrate kinase	Glycerol kinase	Carbohydrate transport and metabolism	A0A0U3H185	NC_007181.1	Op561
SACI_RS05055	Saci_1059	Saci_1059	Sacid_01034		861644	862849	-	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U2NE36	NC_007181.1	Op561
SACI_RS05060	Saci_1060	Saci_1060	Sacid_01035		863589	864452	-	DUF973 family protein	hypothetical protein	Function Unknown	A0A0U3FLL4	NC_007181.1	Op562
SACI_RS05065	Saci_1061	Saci_1061	Sacid_01036		864688	866400	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FM18	NC_007181.1	Op563
SACI_RS05070	Saci_1062	Saci_1062	Sacid_01038		866587	867168	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FE15	NC_007181.1	Op564
SACI_RS05075	Saci_1063	Saci_1063	Sacid_01039		867412	867948	+	hypothetical protein	hypothetical protein	Defense mechanisms	A0A0U3GRW6	NC_007181.1	Op565
SACI_RS05080	Saci_1064	Saci_1064	Sacid_01040		868139	868948	+	alpha/beta hydrolase	Soluble epoxide hydrolase	General Function Prediction Only	A0A0U3GSZ4	NC_007181.1	Op566
SACI_RS05085	Saci_1065	Saci_1065	Sacid_01041		869143	869940	+	ABC transporter permease	hypothetical protein	Function Unknown	A0A0U3GJ67	NC_007181.1	Op567
SACI_RS05090	btuD_6	Saci_1066	Sacid_01042		869942	870712	+	ATP-binding cassette domain-containing protein	Vitamin B12 import ATP-binding protein BtuD	Inorganic ion transport and metabolism	A0A0U3GK01	NC_007181.1	Op567
SACI_RS05095	Saci_1067	Saci_1067	Sacid_01043		870714	871331	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GMB9	NC_007181.1	Op567
SACI_RS05100	Saci_1068	Saci_1068	Sacid_01044		871321	871626	+	transcriptional regulator (MarR family)	hypothetical protein	Transcription	A0A0U2W2W6	NC_007181.1	Op567
SACI_RS05105	Saci_1069	Saci_1069	Sacid_01045		871834	872922	+	acyl-CoA dehydrogenase family protein	Putative acyl-CoA dehydrogenase FadE17	Lipid transport and metabolism	A0A0U3GEW0	NC_007181.1	Op568
SACI_RS05110	Saci_1070	Saci_1070	Sacid_01046		872954	873391	+	MaoC family dehydratase N-terminal domain-containing protein	hypothetical protein	Lipid transport and metabolism	A0A0U2WZ39	NC_007181.1	Op568
SACI_RS05115	Saci_1071	Saci_1071	Sacid_01047		873384	874187	-	acyl-CoA/acyl-ACP dehydrogenase	hypothetical protein	Lipid transport and metabolism	A0A0U3FMM7	NC_007181.1	Op569
SACI_RS05120	codA	Saci_1072	Sacid_01048		874347	875582	-	amidohydrolase family protein	Cytosine deaminase	Nucleotide transport and metabolism	A0A0U2WRI1	NC_007181.1	Op570
SACI_RS05125	Saci_1073	Saci_1073	Sacid_01049		875854	876807	+	zinc ribbon domain-containing protein	hypothetical protein	Function Unknown	A0A0U2XZH1	NC_007181.1	Op571
SACI_RS05130	Saci_1074	Saci_1074	Sacid_01050		876844	877167	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FU80	NC_007181.1	Op572
SACI_RS05135	Saci_1075	Saci_1075	Sacid_01051		877504	877836	+	DsrE family protein	hypothetical protein	Function Unknown	A0A0U3GJZ9	NC_007181.1	Op573
SACI_RS05140	Saci_1076	Saci_1076	Sacid_01052		877833	878177	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2NE25	NC_007181.1	Op573
SACI_RS05145	SACI_RS05145		Sacid_01053		878193	879002	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HKF2	NC_007181.1	Op574
SACI_RS05150	fadJ_1	Saci_1078	Sacid_01054		879062	880252	+	3-hydroxyacyl-CoA dehydrogenase	Fatty acid oxidation complex subunit alpha	Lipid transport and metabolism	A0A0U3FLK5	NC_007181.1	Op575
SACI_RS05155	adhT_2	Saci_1079	Sacid_01056	GDH-1	880693	881787	+	Alcohol dehydrogenase, glucose 1-dehydrogenase	Alcohol dehydrogenase	Amino acid transport and metabolism	A0A0U2N8T9	NC_007181.1	Op576
SACI_RS05160	Saci_1080	Saci_1080	Sacid_01057		882015	883073	+	ATP-binding protein	hypothetical protein	General Function Prediction Only	A0A0U3FQT6	NC_007181.1	Op577
SACI_RS05165	SACI_RS05165		Sacid_01058, Sacid_01059		883177	883904	-	hypothetical protein	hypothetical protein	General Function Prediction Only		NC_007181.1	Op578
SACI_RS05170	Saci_1084	Saci_1084	Sacid_01060		884540	886057	-	long-chain fatty acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3GRT6	NC_007181.1	Op579
SACI_RS05175	mch	Saci_1085	Sacid_01061		886257	886760	-	MaoC family dehydratase	Mesaconyl-CoA hydratase	Lipid transport and metabolism	A0A0U3FEC7	NC_007181.1	Op580
SACI_RS05180	yfdE_1	Saci_1086	Sacid_01062		886976	888124	-	CoA transferase	Acetyl-CoA:oxalate CoA-transferase	Energy production and conversion	A0A0U3F6B7	NC_007181.1	Op581
SACI_RS05185	Saci_1087	Saci_1087	Sacid_01063		888299	889285	+	iron-containing alcohol dehydrogenase	hypothetical protein	Energy production and conversion	A0A0U3GJ64	NC_007181.1	Op582
SACI_RS05190	Saci_1088	Saci_1088	Sacid_01064		889453	889824	-	hypothetical protein	hypothetical protein	Energy production and conversion	A0A0U3GJY5	NC_007181.1	Op583
SACI_RS11920	SACI_RS11920				889834	889995	+	hypothetical protein		No arCOG annotation	UPI0002B26513	NC_007181.1	Op584
SACI_RS11840	SACI_RS11840				890005	890127	+	transposase		No arCOG annotation	UPI0011BEED5C	NC_007181.1	Op584
SACI_RS05195	deaD	Saci_1090	Sacid_01065		890296	891342	-	DEAD/DEAH box helicase	ATP-dependent RNA helicase DeaD	Replication, recombination and repair	A0A0U2W2U7	NC_007181.1	Op585
SACI_RS05200	Saci_1091	Saci_1091	Sacid_01066		891533	891871	+	DUF202 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3GUK4	NC_007181.1	Op586
SACI_RS05205	eamA	Saci_1092	Sacid_01067		891970	892830	-	DMT family transporter	putative amino-acid metabolite efflux pump	Carbohydrate transport and metabolism	A0A0U2WZ24	NC_007181.1	Op587
SACI_RS05210	Saci_1093	Saci_1093	Sacid_01068		892915	893157	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y758	NC_007181.1	Op588
SACI_RS05215	Saci_1094	Saci_1094	Sacid_01070		893415	894239	+	SIS domain-containing protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3FML8	NC_007181.1	Op589
SACI_RS05220	Saci_1095	Saci_1095	Sacid_01071		894246	894491	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H8Y1	NC_007181.1	Op589
SACI_RS05225	uvsE	Saci_1096	Sacid_01072		894785	895654	+	UV DNA damage repair endonuclease UvsE	UV DNA damage endonuclease	Replication, recombination and repair	A0A0U3FU66	NC_007181.1	Op590
SACI_RS05230	glcA		Sacid_01073		895850	897445	-	L-lactate permease	Glycolate permease GlcA	Energy production and conversion		NC_007181.1	Op591
SACI_RS05235	gbsA	Saci_1099	Sacid_01075		897628	899109	+	aldehyde dehydrogenase	Betaine aldehyde dehydrogenase	Energy production and conversion	A0A0U3H157	NC_007181.1	Op592
SACI_RS05240	pckG	Saci_1100	Sacid_01076		899296	901110	+	phosphoenolpyruvate carboxykinase (GTP)	Phosphoenolpyruvate carboxykinase [GTP]	Energy production and conversion	M1IC57	NC_007181.1	Op593
SACI_RS05245	folK	Saci_1101	Sacid_01077		901175	902071	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	hypothetical protein	Coenzyme transport and metabolism	A0A0U3FLZ8	NC_007181.1	Op594
SACI_RS05250	fabL	Saci_1102	Sacid_01078		902068	902793	-	SDR family oxidoreductase	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL	Lipid transport and metabolism	A0A0U3FDY2	NC_007181.1	Op594
SACI_RS05255	abfD_1	Saci_1103	Sacid_01079		903047	904438	+	Aromatic ring hydrolase, 4-hydroxybutyryl-CoA dehydratase	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase	Secondary metabolites biosynthesis, transport and catabolism	A0A0U2N8T2	NC_007181.1	Op595
SACI_RS05260	fabG_4	Saci_1104	Sacid_01080	gdh	904456	905214	-	3-keto-acyl-ACP reductase, SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase	Lipid transport and metabolism	A0A0U3HCY6	NC_007181.1	Op596
SACI_RS05265	aes	Saci_1105	Sacid_01081		905293	906213	-	Esterase, alpha/beta hydrolase	Acetyl esterase	Lipid transport and metabolism	A0A0U3H9T8	NC_007181.1	Op597
SACI_RS05270	Saci_1106	Saci_1106	Sacid_01082		906267	907436	-	Lysophospholipase, alpha/beta hydrolase	hypothetical protein	Lipid transport and metabolism	A0A0U3H1P5	NC_007181.1	Op598
SACI_RS05275	fadR	Saci_1107	Sacid_01083		908076	908663	+	Saci-specific FadR transcriptional regulator (TetR/AcrR family)	HTH-type transcriptional regulator BetI	Transcription	A0A0U3GJ51	NC_007181.1	Op599
SACI_RS05280	Saci_1108	Saci_1108	Sacid_01084		908850	909971	+	Acyl-CoA dehydrogenase	Putative acyl-CoA dehydrogenase FadE17	Lipid transport and metabolism	A0A0U3GJX0	NC_007181.1	Op600
SACI_RS05285	fadJ_2	Saci_1109	Sacid_01085		910065	912056	-	Crotonyl-CoA hydratase/(S)-3-hydroxybutyryl-CoA dehydrogenase (E12)	Fatty acid oxidation complex subunit alpha	Lipid transport and metabolism	A0A0U3FVR3	NC_007181.1	Op601
SACI_RS05290	gloB_1	Saci_1110	Sacid_01086		912102	912998	-	MBL fold metallo-hydrolase	Hydroxyacylglutathione hydrolase	General Function Prediction Only	A0A0U3FHR8	NC_007181.1	Op602
SACI_RS05295	Saci_1111	Saci_1111	Sacid_01087		913160	914812	+	Acyl-CoA synthetase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	M1I4H0	NC_007181.1	Op603
SACI_RS05300	nrdB	Saci_1112	Sacid_01088		915037	915963	+	R2-like ligand-binding oxidase, ribonucleotide reductase small subunit	R2-like ligand binding oxidase	Nucleotide transport and metabolism	A0A0U2WZ10	NC_007181.1	Op604
SACI_RS05305	Saci_1113	Saci_1113	Sacid_01089		915975	916871	+	Acyl-CoA dehydrogenase	hypothetical protein	Lipid transport and metabolism	A0A0U2WWK5	NC_007181.1	Op604
SACI_RS05310	fadA	Saci_1114	Sacid_01090		916907	918094	+	acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase	Lipid transport and metabolism	A0A0U3GUI7	NC_007181.1	Op604
SACI_RS05315	adhT_3	Saci_1115	Sacid_01091	adh	918125	919132	-	alcohol dehydrogenase	Alcohol dehydrogenase	General Function Prediction Only	A0A0U3H8X4	NC_007181.1	Op605
SACI_RS05320	nlhH	Saci_1116	Sacid_01092		919178	920095	-	Acyl-CoA esterase, alpha/beta hydrolase	Carboxylesterase NlhH	Lipid transport and metabolism	A0A0U2VTX9	NC_007181.1	Op606
SACI_RS05325	glpK1	Saci_1117	Sacid_01093	glpK	920171	921667	-	glycerol kinase GlpK	Glycerol kinase	Energy production and conversion	M1IUQ4	NC_007181.1	Op607
SACI_RS05330	glpA_1	Saci_1118	Sacid_01094		921761	923047	+	glycerol-3-phosphate dehydrogenase (FAD)	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	Energy production and conversion	A0A0U2NE06	NC_007181.1	Op608
SACI_RS05335	Saci_1119	Saci_1119	Sacid_01095		923050	923490	+	carbon monoxide dehydrogenase	hypothetical protein	Energy production and conversion	A0A0U3HKB7	NC_007181.1	Op608
SACI_RS05340	Saci_1120	Saci_1120	Sacid_01096		923562	924095	-	3-hydroxybutyrl-CoA epimerase	hypothetical protein	General Function Prediction Only	A0A0U3H1A0	NC_007181.1	Op609
SACI_RS05345	Saci_1121	Saci_1121	Sacid_01097		924092	925279	-	acetyl-CoA acetyltransferase	putative acetyl-CoA acyltransferase	Lipid transport and metabolism	M1I4I2	NC_007181.1	Op609
SACI_RS05350	Saci_1122	Saci_1122	Sacid_01098		925285	926898	-	Acyl-CoA synthetase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3FDW5	NC_007181.1	Op609
SACI_RS05355	mmgC_1	Saci_1123	Sacid_01099		926934	928136	-	Acyl-CoA dehydrogenase	Acyl-CoA dehydrogenase	Lipid transport and metabolism	A0A0U2N8S2	NC_007181.1	Op609
SACI_RS05360	Saci_1124	Saci_1124	Sacid_01100	copG	928650	928964	+	CopG/RHH family transcriptional regulator	hypothetical protein	Transcription	A0A0U3HDK5	NC_007181.1	Op610
SACI_RS05365	bcp_1	Saci_1125	Sacid_01101		929275	929751	-	peroxiredoxin	Putative peroxiredoxin	Posttranslational modification, protein turnover, chaperones	A0A0U3GSS4	NC_007181.1	Op611
SACI_RS05370	Saci_1126	Saci_1126	Sacid_01102		929964	931616	-	Acyl-CoA synthetase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	M1I4I9	NC_007181.1	Op612
SACI_RS05375	potE	Saci_1127	Sacid_01103		932298	934181	+	Amino acid permease, APC family permease	Putrescine transporter PotE	Amino acid transport and metabolism	UPI00064F3338	NC_007181.1	Op613
SACI_RS05380	Saci_1128	Saci_1128	Sacid_01104		934620	936272	+	ATP-binding protein	hypothetical protein	Replication, recombination and repair	A0A0U3H5M7	NC_007181.1	Op614
SACI_RS05385	Saci_1129	Saci_1129	Sacid_01105		936259	937491	+	DNA double-strand break repair nuclease NurA	hypothetical protein	Function Unknown	A0A0U3GR25	NC_007181.1	Op614
SACI_RS05390	Saci_1130	Saci_1130	Sacid_01106		937878	938138	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FRW4	NC_007181.1	Op615
SACI_RS05395	Saci_1131	Saci_1131	Sacid_01107		938407	939963	+	alkaline phosphatase family protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3H1N2	NC_007181.1	Op616
SACI_RS05400	Saci_1132	Saci_1132	Sacid_01108		940186	940875	-	metallophosphoesterase	hypothetical protein	General Function Prediction Only	A0A0U3GM67	NC_007181.1	Op617
SACI_RS05405	Saci_1133	Saci_1133	Sacid_01109		941133	942203	+	ATP-binding protein	hypothetical protein	General Function Prediction Only	A0A0U2W2R8	NC_007181.1	Op618
SACI_RS05410	fadJ_3	Saci_1134	Sacid_01110		942578	944566	+	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	Fatty acid oxidation complex subunit alpha	Lipid transport and metabolism	A0A0U3GJV5	NC_007181.1	Op619
SACI_RS05415	ydjE_1	Saci_1136	Sacid_01111		944847	946262	+	MFS transporter	Inner membrane metabolite transport protein YdjE	Carbohydrate transport and metabolism	A0A0U3H243	NC_007181.1	Op620
SACI_RS05420	ilvB_1	Saci_1137	Sacid_01112		946478	948154	+	thiamine pyrophosphate-binding protein	Acetolactate synthase large subunit	Amino acid transport and metabolism	A0A0U3GUH4	NC_007181.1	Op621
SACI_RS05425	Saci_1138	Saci_1138	Sacid_01113		948404	948805	+	vitamin K epoxide reductase family protein	Vitamin K epoxide reductase 	Function Unknown	A0A0U2Y718	NC_007181.1	Op622
SACI_RS05430	Saci_1139	Saci_1139	Sacid_01114		948860	950230	-	hypothetical protein	hypothetical protein	Function Unknown	UPI00005524ED	NC_007181.1	Op623
SACI_RS11980	Saci_1140	Saci_1140	Sacid_01115		950399	951964	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FMI7	NC_007181.1	Op624
SACI_RS05440	Saci_1141	Saci_1141	Sacid_01116		952097	952870	-	radical SAM protein	hypothetical protein	Replication, recombination and repair	A0A0U3FU39	NC_007181.1	Op625
SACI_RS05445	Saci_1142	Saci_1142	Sacid_01117		952870	954063	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2NDZ8	NC_007181.1	Op625
SACI_RS05450	Saci_1143	Saci_1143	Sacid_01119		954542	955027	-	hypothetical protein	hypothetical protein	Amino acid transport and metabolism	UPI0009B5A16A	NC_007181.1	Op626
SACI_RS05455	SACI_RS05455		Sacid_01120		954960	955145	+	hypothetical protein	hypothetical protein	Energy production and conversion	A0A0U3H132	NC_007181.1	Op627
SACI_RS11845	SACI_RS11845				955170	955289	+	molybdopterin-dependent oxidoreductase		No arCOG annotation	UPI0002B27A63	NC_007181.1	Op627
SACI_RS05460	cdhA_2		Sacid_01121		955282	955806	+	xanthine dehydrogenase family protein molybdopterin-binding subunit	Caffeine dehydrogenase subunit alpha	Energy production and conversion	A0A0U3H177	NC_007181.1	Op627
SACI_RS05465	Saci_1147	Saci_1147	Sacid_01123		956887	960714	+	Subtilase family protease, S8 family serine peptidase	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3FDU5	NC_007181.1	Op628
SACI_RS05470	Saci_1148	Saci_1148	Sacid_01124		960722	962470	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2N8R4	NC_007181.1	Op628
SACI_RS05475	acsA_2	Saci_1149	Sacid_01125, Sacid_01126		962554	964277	-	4-Hydroxybutyrate-CoA synthetase (E10), pseudogene	Acetyl-coenzyme A synthetase	No arCOG annotation		NC_007181.1	Op629
SACI_RS05480	Saci_1151	Saci_1151	Sacid_01127		964555	965004	+	YbaK/EbsC family protein	hypothetical protein	Function Unknown	A0A0U3HCV8	NC_007181.1	Op630
SACI_RS05485	Saci_1152	Saci_1152	Sacid_01128		965058	965243	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3H1M3	NC_007181.1	Op631
SACI_RS05490	Saci_1153	Saci_1153	Sacid_01129		965309	965854	-	NAD-dependent epimerase/dehydratase family protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U2X2U7	NC_007181.1	Op632
SACI_RS05495	Saci_1154	Saci_1154	Sacid_01130		966098	966727	+	type 1 glutamine amidotransferase	hypothetical protein	Nucleotide transport and metabolism	A0A0U3F676	NC_007181.1	Op633
SACI_RS05500	Saci_1155	Saci_1155	Sacid_01131		966891	967697	+	acetoacetate decarboxylase family protein	hypothetical protein	Secondary metabolites biosynthesis, transport and catabolism	A0A0U2W2Q3	NC_007181.1	Op634
SACI_RS05505	Saci_1156	Saci_1156	Sacid_01132		967901	969586	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GJS9	NC_007181.1	Op635
SACI_RS05510	Saci_1157	Saci_1157	Sacid_01133		969591	970697	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2WYY0	NC_007181.1	Op635
SACI_RS05515	Saci_1158	Saci_1158	Sacid_01135		971287	971874	+	class I SAM-dependent methyltransferase	hypothetical protein	General Function Prediction Only	A0A0U3GUF9	NC_007181.1	Op636
SACI_RS05520	Saci_1159	Saci_1159	Sacid_01136		971893	972582	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GEP8	NC_007181.1	Op636
SACI_RS05525	malA	Saci_1160	Sacid_01137		972700	974583	-	α-glucosidase	Oligosaccharide 4-alpha-D-glucosyltransferase	Carbohydrate transport and metabolism	A0A0U2VTT6	NC_007181.1	Op637
SACI_RS05530	malR	Saci_1161	Sacid_01138		974711	975760	+	MalR, positive regulator of the maltose regulon (TrmB family)	hypothetical protein	Transcription	A0A0U3FMH2	NC_007181.1	Op638
SACI_RS05535	amyA	Saci_1162	Sacid_01139		975799	978453	-	α-amylase (maltose induced system)	hypothetical protein	Carbohydrate transport and metabolism	A0A0U2WRC0	NC_007181.1	Op639
SACI_RS05540	malG	Saci_1163	Sacid_01140		978540	979397	-	maltose ABC transporter permease	Maltose/maltodextrin transport system permease protein MalG	Carbohydrate transport and metabolism	A0A0U2XZB5	NC_007181.1	Op640
SACI_RS05545	malF	Saci_1164	Sacid_01141		979397	980281	-	maltose ABC transporter permease	Maltose/maltodextrin transport system permease protein MalF	Carbohydrate transport and metabolism	A0A0U3FLU8	NC_007181.1	Op640
SACI_RS05550	malE	Saci_1165	Sacid_01142	mdxE	980292	981734	-	maltose ABC transporter substrate-binding protein	Maltodextrin-binding protein MdxE	Carbohydrate transport and metabolism	A0A0U3FDT3	NC_007181.1	Op640
SACI_RS05555	malK	Saci_1166	Sacid_01143	msmX	981962	983038	+	maltose ABC transporter ATP-binding protein	Oligosaccharides import ATP-binding protein MsmX	Carbohydrate transport and metabolism	A0A0U3GRN5	NC_007181.1	Op641
SACI_RS05560	Saci_1167	Saci_1167	Sacid_01144		983366	983848	-	CBS domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3FLF0	NC_007181.1	Op642
SACI_RS05565	Saci_1168	Saci_1168	Sacid_01145		984081	984524	-	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3H9N8	NC_007181.1	Op643
SACI_RS05570	trxB_2	Saci_1169	Sacid_01146	trxB	984596	985579	-	thioredoxin-disulfide reductase (FAD-dependent)	Thioredoxin reductase	Posttranslational modification, protein turnover, chaperones	A0A0U3HCT4	NC_007181.1	Op644
SACI_RS05575	msrA	Saci_1170	Sacid_01147	msrA2	985690	986256	+	peptide-methionine (S)-S-oxide reductase MsrA	Peptide methionine sulfoxide reductase MsrA 2	Posttranslational modification, protein turnover, chaperones	A0A0U3FE68	NC_007181.1	Op645
