locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS05775	NC_007181.1	1030846.0	1031010.0	-	Saci_1212	Saci_1212	Sacid_01189		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	WP_011278060.1
SACI_RS05780	NC_007181.1	1031062.0	1032318.0	-	Saci_1213	Saci_1213	Sacid_01190		DUF402 domain-containing protein	hypothetical protein	WP_011278061.1
SACI_RS05785	NC_007181.1	1032302.0	1034848.0	-	acnA	Saci_1214	Sacid_01191		aconitate hydratase AcnA	Aconitate hydratase A	WP_011278062.1
SACI_RS05790	NC_007181.1	1034900.0	1036189.0	-	Saci_1215	Saci_1215	Sacid_01192		hypothetical protein	hypothetical protein	WP_011278063.1
SACI_RS05795	NC_007181.1	1036276.0	1036800.0	+	Saci_1216	Saci_1216	Sacid_01193		DUF2258 domain-containing protein	hypothetical protein	WP_015385577.1
SACI_RS05800	NC_007181.1	1036824.0	1037123.0	-	Saci_1217	Saci_1217	Sacid_01194		hypothetical protein	hypothetical protein	WP_011278065.1
SACI_RS05805	NC_007181.1	1037393.0	1037770.0	+	Saci_1218	Saci_1218	Sacid_01195		hypothetical protein	hypothetical protein	WP_011278066.1
SACI_RS05810	NC_007181.1	1037782.0	1038165.0	-	Saci_1219	Saci_1219	Sacid_01196		MarR family transcriptional regulator	hypothetical protein	WP_011278067.1
SACI_RS05815	NC_007181.1	1038318.0	1039313.0	+	btuF_1	Saci_1220	Sacid_01197		ABC transporter substrate-binding protein	Vitamin B12-binding protein	WP_011278068.1
SACI_RS05820	NC_007181.1	1039531.0	1040529.0	+	Saci_1221	Saci_1221	Sacid_01198		iron ABC transporter permease	putative ABC transporter permease protein	WP_011278069.1
SACI_RS05825	NC_007181.1	1040510.0	1041169.0	+	btuD_7	Saci_1222	Sacid_01199		ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	WP_011278070.1
SACI_RS05830	NC_007181.1	1041456.0	1041827.0	+	Saci_1223	Saci_1223	Sacid_01200		MarR family transcriptional regulator	hypothetical protein	WP_011278071.1
SACI_RS05835	NC_007181.1	1041824.0	1042045.0	-	Saci_1224	Saci_1224	Sacid_01201		hypothetical protein	hypothetical protein	WP_015385578.1
SACI_RS05840	NC_007181.1	1042172.0	1042501.0	+	Saci_1225	Saci_1225	Sacid_01202		hypothetical protein	hypothetical protein	WP_011278073.1
SACI_RS05845	NC_007181.1	1042482.0	1043012.0	-	Saci_1226	Saci_1226	Sacid_01203		hypothetical protein	hypothetical protein	WP_011278074.1
SACI_RS05850	NC_007181.1	1043234.0	1044526.0	+	phrA	Saci_1227	Sacid_01204		deoxyribodipyrimidine photo-lyase	Deoxyribodipyrimidine photo-lyase	WP_011278075.1
SACI_RS05855	NC_007181.1	1044560.0	1045915.0	-	Saci_1228	Saci_1228	Sacid_01205		hypothetical protein	hypothetical protein	WP_011278076.1
SACI_RS05860	NC_007181.1	1045922.0	1046425.0	-	Saci_1229	Saci_1229	Sacid_01206		hypothetical protein	hypothetical protein	WP_011278077.1
SACI_RS05865	NC_007181.1	1046719.0	1047375.0	-	tenA	Saci_1230	Sacid_01207		thiaminase II	Aminopyrimidine aminohydrolase	WP_011278078.1
SACI_RS05870	NC_007181.1	1047426.0	1049072.0	-	Saci_1231	Saci_1231	Sacid_01208		hypothetical protein	hypothetical protein	WP_011278079.1
SACI_RS05875	NC_007181.1	1049193.0	1049960.0	-	Saci_1232	Saci_1232	Sacid_01209		glucose 1-dehydrogenase	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2	WP_011278080.1
SACI_RS05880	NC_007181.1	1050009.0	1050542.0	-	Saci_1233	Saci_1233	Sacid_01210		DUF488 domain-containing protein	hypothetical protein	WP_011278081.1
SACI_RS05885	NC_007181.1	1050711.0	1051121.0	-	Saci_1234	Saci_1234	Sacid_01211		cupin domain-containing protein	Oxalate-binding protein	WP_011278082.1
SACI_RS05890	NC_007181.1	1052045.0	1052290.0	+	Saci_1235	Saci_1235	Sacid_01212		hypothetical protein	hypothetical protein	WP_011278083.1
SACI_RS05895	NC_007181.1	1052274.0	1052666.0	+	Saci_1236	Saci_1236	Sacid_01213		PIN domain-containing protein	hypothetical protein	WP_011278084.1
SACI_RS05900	NC_007181.1	1053492.0	1053824.0	+	Saci_1237	Saci_1237	Sacid_01214		hypothetical protein	hypothetical protein	WP_015385580.1
SACI_RS05905	NC_007181.1	1053870.0	1054493.0	-	Saci_1238	Saci_1238	Sacid_01215		trimeric intracellular cation channel family protein	hypothetical protein	WP_011278086.1
SACI_RS05910	NC_007181.1	1054659.0	1055411.0	+	Saci_1239	Saci_1239	Sacid_01216		tetratricopeptide repeat protein	hypothetical protein	WP_011278087.1
SACI_RS05915	NC_007181.1	1055391.0	1056674.0	-	thi4_3	Saci_1240	Sacid_01217		NAD(P)/FAD-dependent oxidoreductase	Thiamine thiazole synthase	WP_011278088.1
SACI_RS05920	NC_007181.1	1056679.0	1057101.0	-	Saci_1241	Saci_1241	Sacid_01218		PaaI family thioesterase	hypothetical protein	WP_011278089.1
SACI_RS05925	NC_007181.1	1057460.0	1057792.0	+	Saci_1242	Saci_1242	Sacid_01219		MarR family transcriptional regulator	hypothetical protein	WP_015385581.1
SACI_RS05930	NC_007181.1	1057796.0	1058398.0	-	Saci_1243	Saci_1243	Sacid_01220		hypothetical protein	hypothetical protein	WP_011278091.1
SACI_RS05935	NC_007181.1	1058408.0	1059379.0	+	Saci_1244	Saci_1244	Sacid_01221		GHMP kinase	hypothetical protein	WP_015385582.1
SACI_RS05940	NC_007181.1	1059369.0	1060346.0	+	mvaD	Saci_1245	Sacid_01222		diphosphomevalonate decarboxylase	hypothetical protein	WP_011278093.1
SACI_RS05945	NC_007181.1	1060333.0	1061529.0	-	Saci_1246	Saci_1246	Sacid_01223		HD domain-containing protein	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	WP_011278094.1
SACI_RS05950	NC_007181.1	1061544.0	1062254.0	-	deoD	Saci_1247	Sacid_01224		purine-nucleoside phosphorylase	Purine nucleoside phosphorylase DeoD-type	WP_011278095.1
SACI_RS05955	NC_007181.1	1062400.0	1062597.0	+	Saci_1248	Saci_1248	Sacid_01225		hypothetical protein	hypothetical protein	WP_011278096.1
SACI_RS05960	NC_007181.1	1062587.0	1063921.0	-	mshA_1	Saci_1249	Sacid_01226		glycosyltransferase family 4 protein	D-inositol-3-phosphate glycosyltransferase	WP_011278097.1
SACI_RS05965	NC_007181.1	1063958.0	1065688.0	+	Saci_1250	Saci_1250	Sacid_01227		glycoside hydrolase family 15 protein	Trehalase	WP_011278098.1
SACI_RS05970	NC_007181.1	1065709.0	1066101.0	-	Saci_1251	Saci_1251	Sacid_01228		hypothetical protein	hypothetical protein	WP_011278099.1
SACI_RS05975	NC_007181.1	1066194.0	1066739.0	+	Saci_1252	Saci_1252	Sacid_01229		ADP-ribose-binding protein	putative protein	WP_011278100.1
SACI_RS05980	NC_007181.1	1066756.0	1067550.0	+	Saci_1253	Saci_1253	Sacid_01230		MBL fold metallo-hydrolase	hypothetical protein	WP_011278101.1
SACI_RS05985	NC_007181.1	1067595.0	1068164.0	+	Saci_1254	Saci_1254	Sacid_01231		hypothetical protein	hypothetical protein	WP_015385583.1
SACI_RS05990	NC_007181.1	1068374.0	1068949.0	+	Saci_1255	Saci_1255	Sacid_01232		NAD(P)H-dependent oxidoreductase	NAD(P)H-dependent FMN reductase	WP_011278103.1
SACI_RS05995	NC_007181.1	1069002.0	1070189.0	-	Saci_1256	Saci_1256	Sacid_01233		MFS transporter	hypothetical protein	WP_011278104.1
SACI_RS06000	NC_007181.1	1070415.0	1070813.0	+	Saci_1257	Saci_1257	Sacid_01234		acyl-CoA thioesterase	Putative esterase	WP_015385584.1
SACI_RS06010	NC_007181.1	1071231.0	1071434.0	+	SACI_RS06010		Sacid_01236		hypothetical protein	hypothetical protein	WP_015385585.1
SACI_RS06015	NC_007181.1	1071421.0	1072116.0	-	hddC	Saci_1259	Sacid_01237		nucleotidyltransferase family protein	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	WP_011278106.1
SACI_RS06020	NC_007181.1	1072375.0	1072842.0	-	ogt	Saci_1260	Sacid_01238		methylated-DNA--[protein]-cysteine S-methyltransferase	Methylated-DNA--protein-cysteine methyltransferase	WP_011278107.1
SACI_RS06025	NC_007181.1	1072839.0	1074488.0	-	Saci_1261	Saci_1261	Sacid_01239		threonine--tRNA ligase	hypothetical protein	WP_015385586.1
SACI_RS06030	NC_007181.1	1074526.0	1075509.0	+	murG	Saci_1262	Sacid_01240		polysaccharide biosynthesis protein	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	WP_011278109.1
SACI_RS06035	NC_007181.1	1075509.0	1076225.0	+	nth_1	Saci_1264	Sacid_01241		DNA endonuclease III	Endonuclease III	WP_011278110.1
SACI_RS06040	NC_007181.1	1076212.0	1077225.0	+	sucC	Saci_1265	Sacid_01242		succinate--CoA ligase subunit beta	Succinate--CoA ligase [GDP-forming] subunit beta	WP_011278111.1
SACI_RS06045	NC_007181.1	1077222.0	1078061.0	+	sucD	Saci_1266	Sacid_01243		succinate--CoA ligase subunit alpha	Succinate--CoA ligase [ADP-forming] subunit alpha	WP_080504015.1
SACI_RS06050	NC_007181.1	1078027.0	1079067.0	-	Saci_1267	Saci_1267	Sacid_01244		hypothetical protein	hypothetical protein	WP_011278113.1
SACI_RS06060	NC_007181.1	1079374.0	1079973.0	-	Saci_1269	Saci_1269	Sacid_01246		carbonic anhydrase	hypothetical protein	WP_011278114.1
SACI_RS06065	NC_007181.1	1080419.0	1081312.0	+	Saci_1270	Saci_1270	Sacid_01247		hypothetical protein	hypothetical protein	WP_011278115.1
SACI_RS06070	NC_007181.1	1081580.0	1082233.0	-	Saci_1271	Saci_1271	Sacid_01248		hypothetical protein	hypothetical protein	WP_015385587.1
SACI_RS06075	NC_007181.1	1082226.0	1083023.0	-	Saci_1272	Saci_1272	Sacid_01249		hypothetical protein	hypothetical protein	WP_015385588.1
SACI_RS11850	NC_007181.1	1083276.0	1083470.0	+	SACI_RS11850				hypothetical protein		
SACI_RS06085	NC_007181.1	1083596.0	1085860.0	+	Saci_1274	Saci_1274	Sacid_01251		peptide transporter	hypothetical protein	WP_011278118.1
SACI_RS11640	NC_007181.1	1085849.0	1086019.0	-	SACI_RS11640				RNA-protein complex protein Nop10		WP_011277169.1
SACI_RS06090	NC_007181.1	1086016.0	1086807.0	-	Saci_1275	Saci_1275	Sacid_01252		translation initiation factor IF-2 subunit alpha	hypothetical protein	WP_011278119.1
SACI_RS06095	NC_007181.1	1086809.0	1087009.0	-	Saci_1276	Saci_1276	Sacid_01253		30S ribosomal protein S27e	hypothetical protein	WP_011278120.1
SACI_RS06100	NC_007181.1	1087006.0	1087293.0	-	Saci_1277	Saci_1277	Sacid_01254		50S ribosomal protein L44e	hypothetical protein	WP_011278121.1
SACI_RS06105	NC_007181.1	1087280.0	1087741.0	-	Saci_1278	Saci_1278	Sacid_01255		hypothetical protein	hypothetical protein	WP_011278122.1
SACI_RS06110	NC_007181.1	1087731.0	1088699.0	-	priS	Saci_1279	Sacid_01256		DNA primase small subunit PriS	hypothetical protein	WP_011278123.1
SACI_RS06115	NC_007181.1	1088665.0	1089402.0	-	Saci_1280	Saci_1280	Sacid_01257		DNA polymerase sliding clamp	hypothetical protein	WP_011278124.1
SACI_RS06120	NC_007181.1	1089433.0	1090248.0	-	Saci_1281	Saci_1281	Sacid_01258		ATP/GTP-binding protein	hypothetical protein	WP_015385589.1
SACI_RS06125	NC_007181.1	1090238.0	1091113.0	+	prs	Saci_1282	Sacid_01259		ribose-phosphate diphosphokinase	Ribose-phosphate pyrophosphokinase	WP_011278126.1
SACI_RS06130	NC_007181.1	1091110.0	1092015.0	+	Saci_1283	Saci_1283	Sacid_01260		RNA methyltransferase	hypothetical protein	WP_011278127.1
SACI_RS06135	NC_007181.1	1092015.0	1092893.0	+	rbn_2	Saci_1284	Sacid_01261	rnz	ribonuclease Z	Ribonuclease BN	WP_011278128.1
SACI_RS06140	NC_007181.1	1092874.0	1093311.0	-	Saci_1285	Saci_1285	Sacid_01262		hypothetical protein	hypothetical protein	WP_011278129.1
SACI_RS06145	NC_007181.1	1093311.0	1093811.0	-	Saci_1286	Saci_1286	Sacid_01263		AAA family ATPase	hypothetical protein	WP_015385590.1
SACI_RS06150	NC_007181.1	1093875.0	1094462.0	+	thpR	Saci_1287	Sacid_01264		"RNA 2',3'-cyclic phosphodiesterase"	"RNA 2',3'-cyclic phosphodiesterase"	WP_011278131.1
SACI_RS06155	NC_007181.1	1094422.0	1095672.0	+	Saci_1288	Saci_1288	Sacid_01265		CCA tRNA nucleotidyltransferase	hypothetical protein	WP_011278132.1
SACI_RS06160	NC_007181.1	1095657.0	1096265.0	+	Saci_1289	Saci_1289	Sacid_01266		serine/threonine protein kinase	hypothetical protein	WP_011278133.1
SACI_RS06165	NC_007181.1	1096249.0	1096458.0	-	Saci_1290	Saci_1290	Sacid_01267		hypothetical protein	hypothetical protein	WP_011278134.1
SACI_RS11650	NC_007181.1	1096722.0	1098830.0	-	nanM	Saci_1292	Sacid_01268		fibronectin type III domain-containing protein	N-acetylneuraminate epimerase	WP_015385592.1
SACI_RS06180	NC_007181.1	1099037.0	1099783.0	-	Saci_1293	Saci_1293	Sacid_01269		SDR family oxidoreductase	putative oxidoreductase	WP_080504016.1
SACI_RS06185	NC_007181.1	1099786.0	1100475.0	-	ycfH_2	Saci_1294	Sacid_01270		TatD family hydrolase	putative metal-dependent hydrolase YcfH	WP_011278137.1
SACI_RS06190	NC_007181.1	1100509.0	1100910.0	-	Saci_1295	Saci_1295	Sacid_01271		hypothetical protein	hypothetical protein	WP_011278138.1
SACI_RS06195	NC_007181.1	1101172.0	1101879.0	+	yxlF	Saci_1296	Sacid_01272		ABC transporter ATP-binding protein	putative ABC transporter ATP-binding protein YxlF	WP_011278139.1
SACI_RS06200	NC_007181.1	1101884.0	1103296.0	+	SACI_RS06200		Sacid_01273		hypothetical protein	hypothetical protein	WP_015385593.1
SACI_RS06205	NC_007181.1	1103293.0	1103835.0	-	Saci_1298	Saci_1298	Sacid_01274		LOG family protein	hypothetical protein	WP_011278141.1
SACI_RS06220	NC_007181.1	1108924.0	1109586.0	-	rpiA	Saci_1301	Sacid_01277		ribose 5-phosphate isomerase A	Ribose-5-phosphate isomerase A	WP_011278142.1
SACI_RS06225	NC_007181.1	1109624.0	1110925.0	-	Saci_1302	Saci_1302	Sacid_01278		hypothetical protein	hypothetical protein	WP_011278143.1
SACI_RS06235	NC_007181.1	1111101.0	1112507.0	-	lysS	Saci_1304	Sacid_01280		homocitrate synthase	Homocitrate synthase	WP_011278144.1
SACI_RS06240	NC_007181.1	1112548.0	1112823.0	-	Saci_1305	Saci_1305	Sacid_01281		hypothetical protein	hypothetical protein	WP_011278145.1
SACI_RS06245	NC_007181.1	1112829.0	1113512.0	-	pyrH	Saci_1306	Sacid_01282		UMP kinase	Uridylate kinase	WP_011278146.1
SACI_RS06250	NC_007181.1	1113548.0	1113727.0	-	Saci_1307	Saci_1307	Sacid_01283		chromatin protein Cren7	hypothetical protein	WP_011278147.1
SACI_RS06255	NC_007181.1	1113836.0	1114633.0	-	fabG_5	Saci_1308	Sacid_01284		SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	WP_011278148.1
SACI_RS06260	NC_007181.1	1114630.0	1115706.0	-	Saci_1309	Saci_1309	Sacid_01285		pseudouridylate synthase	hypothetical protein	WP_011278149.1
SACI_RS06265	NC_007181.1	1115675.0	1117009.0	-	ffh	Saci_1310	Sacid_01286		signal recognition particle protein	Signal recognition particle protein	WP_011278150.1
SACI_RS06270	NC_007181.1	1117011.0	1117406.0	-	efp	Saci_1311	Sacid_01287		translation initiation factor IF-5A	Elongation factor P	WP_011278151.1
SACI_RS06275	NC_007181.1	1117749.0	1118909.0	-	TOP6A	Saci_1314	Sacid_01288		DNA topoisomerase IV subunit A	DNA topoisomerase 6 subunit A	WP_011278152.1
SACI_RS06280	NC_007181.1	1118906.0	1120504.0	-	TOP6B	Saci_1315	Sacid_01289		DNA topoisomerase VI subunit B	DNA topoisomerase 6 subunit B	WP_011278153.1
SACI_RS06285	NC_007181.1	1120540.0	1121475.0	-	Saci_1316	Saci_1316	Sacid_01290		deoxyhypusine synthase	Deoxyhypusine synthase-like protein	WP_011278154.1
SACI_RS06290	NC_007181.1	1121472.0	1122920.0	-	rtcB	Saci_1317	Sacid_01291		RtcB family protein	RNA-splicing ligase RtcB	WP_011278155.1
SACI_RS06295	NC_007181.1	1123028.0	1123243.0	-	Saci_1319	Saci_1319	Sacid_01292		hypothetical protein	hypothetical protein	WP_011278156.1
SACI_RS06300	NC_007181.1	1123338.0	1126142.0	+	rhlB	Saci_1320	Sacid_01293		DEAD/DEAH box helicase	ATP-dependent RNA helicase RhlB	WP_011278157.1
SACI_RS06305	NC_007181.1	1126245.0	1126517.0	+	Saci_1321	Saci_1321	Sacid_01294		DNA-binding protein	hypothetical protein	WP_011278158.1
SACI_RS06310	NC_007181.1	1126482.0	1129943.0	-	rgy_3		Sacid_01295	rgy	reverse gyrase	Reverse gyrase	WP_015385600.1
SACI_RS06315	NC_007181.1	1130260.0	1130553.0	+	albA	Saci_1322	Sacid_01296		DNA-binding protein Alba	hypothetical protein	WP_011278159.1
SACI_RS06320	NC_007181.1	1130638.0	1130964.0	+	Saci_1323	Saci_1323	Sacid_01297		hypothetical protein	hypothetical protein	WP_011278160.1
SACI_RS06325	NC_007181.1	1130939.0	1131214.0	-	Saci_1324	Saci_1324	Sacid_01298		hypothetical protein	hypothetical protein	WP_011278161.1
SACI_RS06330	NC_007181.1	1131307.0	1131816.0	+	Saci_1325	Saci_1325	Sacid_01299		hypothetical protein	hypothetical protein	WP_011278162.1
SACI_RS06335	NC_007181.1	1131771.0	1133401.0	-	SACI_RS06335		Sacid_01300		DEAD/DEAH box helicase	hypothetical protein	
SACI_RS06340	NC_007181.1	1133361.0	1133738.0	-	Saci_1327	Saci_1327	Sacid_01301		hypothetical protein	hypothetical protein	WP_011278164.1
SACI_RS06345	NC_007181.1	1133783.0	1134115.0	+	cutA	Saci_1328	Sacid_01302		divalent-cation tolerance protein CutA	Divalent-cation tolerance protein CutA	WP_011278165.1
SACI_RS06350	NC_007181.1	1134099.0	1134392.0	+	gatC	Saci_1329	Sacid_01303		Asp-tRNA(Asn) amidotransferase subunit GatC	Glutamyl-tRNA(Gln) amidotransferase subunit C	WP_011278166.1
SACI_RS06355	NC_007181.1	1134394.0	1135824.0	+	gatA_3	Saci_1330	Sacid_01304	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	WP_011278167.1
SACI_RS06360	NC_007181.1	1135870.0	1136946.0	+	Saci_1331	Saci_1331	Sacid_01305		4-demethylwyosine synthase TYW1	hypothetical protein	WP_011278168.1
SACI_RS06365	NC_007181.1	1136977.0	1137600.0	+	Saci_1332	Saci_1332	Sacid_01306		DUF120 domain-containing protein	hypothetical protein	WP_147127852.1
SACI_RS06370	NC_007181.1	1137603.0	1138289.0	-	hldE	Saci_1333	Sacid_01307		DUF357 domain-containing protein	Bifunctional protein HldE	WP_011278170.1
SACI_RS06375	NC_007181.1	1138274.0	1139029.0	-	Saci_1334	Saci_1334	Sacid_01308		diphthine synthase	hypothetical protein	WP_011278171.1
SACI_RS06380	NC_007181.1	1139076.0	1139840.0	+	Saci_1335	Saci_1335	Sacid_01309		metallophosphoesterase	hypothetical protein	WP_011278172.1
SACI_RS06385	NC_007181.1	1139910.0	1140488.0	+	Saci_1336	Saci_1336	Sacid_01310		TATA-box-binding protein	hypothetical protein	WP_080504018.1
SACI_RS06390	NC_007181.1	1140518.0	1140745.0	+	Saci_1337	Saci_1337	Sacid_01311		DUF5622 domain-containing protein	hypothetical protein	WP_011278174.1
SACI_RS06395	NC_007181.1	1140735.0	1141796.0	-	Saci_1338	Saci_1338	Sacid_01312		DUF373 family protein	hypothetical protein	WP_011278175.1
SACI_RS06400	NC_007181.1	1141768.0	1142709.0	-	Saci_1339	Saci_1339	Sacid_01313		hypothetical protein	hypothetical protein	WP_011278176.1
SACI_RS06405	NC_007181.1	1142977.0	1143249.0	+	Saci_1340	Saci_1340	Sacid_01314		H/ACA RNA-protein complex protein Gar1	hypothetical protein	WP_011278177.1
SACI_RS06410	NC_007181.1	1143246.0	1144121.0	+	Saci_1341	Saci_1341	Sacid_01315		transcription initiation factor IIB family protein	hypothetical protein	WP_011278178.1
SACI_RS06415	NC_007181.1	1144185.0	1144559.0	+	Saci_1342	Saci_1342	Sacid_01316		transcription factor TFIIIC	hypothetical protein	WP_048054431.1
SACI_RS06420	NC_007181.1	1144536.0	1145684.0	-	trm1	Saci_1343	Sacid_01317		tRNA (guanine(26)-N(2))-dimethyltransferase	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase	WP_011278180.1
SACI_RS06425	NC_007181.1	1145671.0	1146588.0	-	Saci_1344	Saci_1344	Sacid_01318		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278181.1
SACI_RS06430	NC_007181.1	1146572.0	1147000.0	-	Saci_1345	Saci_1345	Sacid_01319		DUF61 family protein	hypothetical protein	WP_011278182.1
SACI_RS06435	NC_007181.1	1147005.0	1147700.0	-	Saci_1346	Saci_1346	Sacid_01320		fibrillarin-like rRNA/tRNA 2'-O-methyltransferase	hypothetical protein	WP_011278183.1
SACI_RS06440	NC_007181.1	1147701.0	1148939.0	-	Saci_1347	Saci_1347	Sacid_01321		hypothetical protein	hypothetical protein	WP_011278184.1
SACI_RS06445	NC_007181.1	1149000.0	1149164.0	+	Saci_1348	Saci_1348	Sacid_01322		30S ribosomal protein S30e	hypothetical protein	WP_011278185.1
SACI_RS06450	NC_007181.1	1149196.0	1150536.0	+	gatD	Saci_1349	Sacid_01323		Glu-tRNA(Gln) amidotransferase subunit GatD	hypothetical protein	WP_011278186.1
SACI_RS06455	NC_007181.1	1150514.0	1152418.0	+	gatE	Saci_1350	Sacid_01324	GATB	Glu-tRNA(Gln) amidotransferase subunit GatE	"Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial"	WP_015385605.1
SACI_RS06460	NC_007181.1	1152471.0	1153529.0	+	Saci_1351	Saci_1351	Sacid_01325		hypothetical protein	hypothetical protein	WP_011278188.1
SACI_RS06465	NC_007181.1	1153491.0	1153889.0	-	Saci_1352	Saci_1352	Sacid_01326		transcriptional regulator	hypothetical protein	WP_011278189.1
SACI_RS06470	NC_007181.1	1153948.0	1156461.0	-	nrdZ	Saci_1353	Sacid_01327		adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	Vitamin B12-dependent ribonucleoside-diphosphate reductase	WP_011278190.1
SACI_RS06475	NC_007181.1	1156623.0	1157369.0	+	Saci_1354	Saci_1354	Sacid_01328		hypothetical protein	hypothetical protein	WP_011278191.1
SACI_RS06480	NC_007181.1	1157411.0	1158658.0	+	pgk/tpi	Saci_1355	Sacid_01329		phosphoglycerate kinase	Bifunctional PGK/TIM	WP_011278192.1
SACI_RS06485	NC_007181.1	1158645.0	1159676.0	+	Saci_1356	Saci_1356	Sacid_01330		phosphorylating glyceraldehyde-3-phosphate dehydrogenase	hypothetical protein	WP_011278193.1
SACI_RS06490	NC_007181.1	1159673.0	1160080.0	+	Saci_1357	Saci_1357	Sacid_01331		universal stress protein	hypothetical protein	WP_011278194.1
SACI_RS06495	NC_007181.1	1160073.0	1161374.0	-	glyA	Saci_1358	Sacid_01332		serine hydroxymethyltransferase	Serine hydroxymethyltransferase	WP_011278195.1
SACI_RS06500	NC_007181.1	1161400.0	1162635.0	-	hmgA	Saci_1359	Sacid_01333		hydroxymethylglutaryl-CoA reductase (NADPH)	hypothetical protein	WP_011278196.1
SACI_RS06505	NC_007181.1	1162619.0	1163032.0	-	Saci_1360	Saci_1360	Sacid_01334		Zn-ribbon domain-containing OB-fold protein	hypothetical protein	WP_011278197.1
SACI_RS06510	NC_007181.1	1163038.0	1164132.0	-	Saci_1361	Saci_1361	Sacid_01335		thiolase family protein	hypothetical protein	WP_011278198.1
SACI_RS06515	NC_007181.1	1164132.0	1165178.0	-	mvaS	Saci_1362	Sacid_01336		hydroxymethylglutaryl-CoA synthase	Hydroxymethylglutaryl-CoA synthase	WP_011278199.1
SACI_RS06520	NC_007181.1	1165329.0	1165721.0	-	speH_1	Saci_1363	Sacid_01337	speD	adenosylmethionine decarboxylase	S-adenosylmethionine decarboxylase proenzyme	WP_011278200.1
SACI_RS06525	NC_007181.1	1165834.0	1166673.0	+	Saci_1364	Saci_1364	Sacid_01338		hypothetical protein	hypothetical protein	WP_015385606.1
SACI_RS06535	NC_007181.1	1167095.0	1167616.0	+	Saci_1366	Saci_1366	Sacid_01339		hypothetical protein	hypothetical protein	WP_011278202.1
SACI_RS06540	NC_007181.1	1167558.0	1168169.0	+	ogg	Saci_1367	Sacid_01340		N-glycosylase/DNA lyase	putative N-glycosylase/DNA lyase	WP_011278203.1
SACI_RS06545	NC_007181.1	1168374.0	1169306.0	+	Saci_1368	Saci_1368	Sacid_01341		3-phosphoglycerate dehydrogenase	Hydroxypyruvate reductase	WP_011278204.1
SACI_RS06550	NC_007181.1	1169308.0	1170423.0	+	Saci_1369	Saci_1369	Sacid_01342		alanine--glyoxylate aminotransferase family protein	Soluble hydrogenase 42 kDa subunit	WP_011278205.1
SACI_RS06555	NC_007181.1	1170456.0	1170725.0	+	Saci_1370	Saci_1370	Sacid_01343		DNA-directed RNA polymerase subunit K	hypothetical protein	WP_011278206.1
SACI_RS06560	NC_007181.1	1170732.0	1172738.0	+	topA	Saci_1371	Sacid_01344		DNA topoisomerase I	DNA topoisomerase 1	WP_011278207.1
SACI_RS06565	NC_007181.1	1172794.0	1173918.0	-	ftsH_6	Saci_1372	Sacid_01345		ATP-binding protein	ATP-dependent zinc metalloprotease FtsH	WP_011278208.1
SACI_RS06570	NC_007181.1	1173921.0	1174706.0	-	Saci_1373	Saci_1373	Sacid_01346		cell division protein	hypothetical protein	WP_011278209.1
SACI_RS06575	NC_007181.1	1174724.0	1175440.0	-	cdvA	Saci_1374	Sacid_01347		cell division protein CdvA	hypothetical protein	WP_011278210.1
SACI_RS06580	NC_007181.1	1175606.0	1175854.0	+	Saci_1376	Saci_1376	Sacid_01348		hypothetical protein	hypothetical protein	WP_011278211.1
SACI_RS06585	NC_007181.1	1175851.0	1177101.0	-	eno	Saci_1377	Sacid_01349		phosphopyruvate hydratase	Enolase	WP_011278212.1
SACI_RS06590	NC_007181.1	1177140.0	1177451.0	+	Saci_1378	Saci_1378	Sacid_01350		hypothetical protein	hypothetical protein	WP_011278213.1
SACI_RS06595	NC_007181.1	1177444.0	1177761.0	+	Saci_1379	Saci_1379	Sacid_01351		hypothetical protein	hypothetical protein	WP_011278214.1
SACI_RS06600	NC_007181.1	1177748.0	1178161.0	+	Saci_1380	Saci_1380	Sacid_01352		signal peptidase I	hypothetical protein	WP_011278215.1
SACI_RS06605	NC_007181.1	1178153.0	1179670.0	-	gcvPB	Saci_1381	Sacid_01353		aminomethyl-transferring glycine dehydrogenase subunit GcvPB	putative glycine dehydrogenase (decarboxylating) subunit 2	WP_011278216.1
SACI_RS06610	NC_007181.1	1179672.0	1181015.0	-	gcvPA	Saci_1382	Sacid_01354		aminomethyl-transferring glycine dehydrogenase subunit GcvPA	putative glycine dehydrogenase (decarboxylating) subunit 1	WP_011278217.1
